Gender;Age;Height;Weight;family_history_with_overweight;FAVC;FCVC;NCP;CAEC;SMOKE;CH2O;SCC;FAF;TUE;CALC;MTRANS;NObeyesdad
Male;20;1.56;45;no;no;2;3;Sometimes;no;2;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Female;23;1.6;45;no;no;2;3;Frequently;no;2.074.048;no;1.679.935;0;no;Public_Transportation;Insufficient_Weight
Female;18;1.688.025;45;no;yes;3;3;Sometimes;no;3;yes;2.539.762;1.283.673;no;Public_Transportation;Insufficient_Weight
Female;21;1.52;42;no;yes;3;1;Frequently;no;1;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;1.520.997;42;no;yes;3;1;Frequently;no;1.527.036;no;0;0.860497;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;1.528.011;42;no;yes;3;1;Frequently;no;1.322.669;no;0;0.478676;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;1.52;42;no;yes;3;1;Frequently;no;1;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.734.832;50;no;no;1.123.939;4;Frequently;no;1;no;1.303.976;0.371941;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;1.755.507;52;yes;yes;3;3;Frequently;no;2;no;0.658894;1;no;Public_Transportation;Insufficient_Weight
Male;18;1.694.265;52;yes;yes;3;3;Frequently;no;2;no;0.819682;1;no;Public_Transportation;Insufficient_Weight
Female;18;1.7;50;no;yes;1;3.240.578;Sometimes;no;1;no;2;1;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;1.752.755;50;no;yes;2.310.423;3.558.637;Sometimes;no;1.787.843;no;1.926.592;0.828549;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;1.7;50;no;yes;10.816;3.520.555;Frequently;no;1.016.968;no;0.651412;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;174.379;50;no;yes;1.344.854;4;Frequently;no;1;no;2;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.527.133;42;no;no;2.725.282;1.259.803;Frequently;no;1;no;137.467;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.530.875;42;no;no;2.844.607;1.273.128;Frequently;no;169.551;no;0.260079;0.635867;Sometimes;Public_Transportation;Insufficient_Weight
Female;23;1.715.597;50;yes;yes;2.449.267;3.647.154;Frequently;no;1.266.018;no;0.866045;0.097234;no;Public_Transportation;Insufficient_Weight
Female;18;1.710.756;50;no;yes;2.015.258;3.300.666;Sometimes;no;1.315.608;no;0.069802;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;1.7;50;no;yes;1.031.149;3;Sometimes;no;1.963.628;no;0.028202;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;1.7;50;no;yes;1.592.183;3.535.016;Sometimes;no;1.086.391;no;0.618913;1;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;1.883.364;60;yes;yes;3;3.626.815;Sometimes;no;2;no;2.011.519;0.456462;no;Automobile;Insufficient_Weight
Male;18;1.840.138;60;yes;yes;3;4;Sometimes;no;2;no;2;0;no;Automobile;Insufficient_Weight
Female;19;1.603.923;45;no;no;3;3;Frequently;no;128.246;yes;160.195;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.602.082;45;no;no;3;3;Frequently;no;2.875.583;yes;1.258.504;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;153.777;42;no;yes;3;1;Frequently;no;1.387.531;no;0;0.466169;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.538.398;42;no;yes;271.897;1.473.088;Frequently;no;1.164.644;no;1.235.675;0.930926;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.520.862;42;no;yes;3;1;Frequently;no;1.848.703;no;0;0.744555;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.600.264;45;no;no;3;3;Frequently;no;2.949.419;yes;1.295.697;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;1.7;50;no;yes;1.003.566;3.238.258;Frequently;no;1.014.634;no;0.783676;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;37;1.689.141;50;yes;yes;2.652.779;3.804.944;Frequently;no;160.114;no;0.174692;0.096982;no;Public_Transportation;Insufficient_Weight
Male;18;1.691.206;50;no;yes;2;1.630.846;Sometimes;no;2.975.528;no;0.548991;0.369134;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;178.656;50;no;yes;2.784.464;4;Sometimes;no;1;no;2;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;171.367;50;no;yes;1.005.578;4;Frequently;no;1;no;1.683.957;0.704978;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;1.845.399;60;yes;yes;3;4;Sometimes;no;2;no;2;0;no;Automobile;Insufficient_Weight
Female;19;1.530.266;42;no;yes;3;1;Frequently;no;1.954.889;no;0;0.907868;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;1.633.316;45;no;yes;3;3;Sometimes;no;2.924.594;yes;1.352.558;0.220087;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;1.52;42;no;yes;3;1;Frequently;no;1;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;1.523.426;42;no;yes;3;1;Frequently;no;1.185.062;no;0;0.076654;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;1.52;42;no;yes;3;1;Frequently;no;1;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;1.732.096;50;no;yes;1.053.534;3.378.859;Sometimes;no;1;no;1.853.425;0.861809;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;1.787.787;52;yes;yes;3;3;Sometimes;no;2;no;0.854337;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;1.713.564;50;no;yes;1.140.615;3.471.536;Sometimes;no;1;no;2;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;174.402;50;no;yes;219.005;3.420.618;Sometimes;no;1.356.405;no;1.351.996;0.98468;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;1.723.328;50;no;yes;1.052.699;3.998.618;Frequently;no;1;no;2;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;1.524.926;42;no;yes;2.866.383;1.226.342;Frequently;no;1;no;0.14495;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;152.337;42;no;yes;2.913.486;1.060.796;Frequently;no;1.596.212;no;0.108948;0.773087;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;172.064;50;yes;yes;2.919.584;3.697.831;Frequently;no;1.147.121;no;0.993058;0.08922;no;Public_Transportation;Insufficient_Weight
Female;18;1.708.406;50;no;yes;1.642.241;345.259;Sometimes;no;1.099.231;no;0.418875;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;1.7;50;no;yes;1.036.414;3.205.587;Sometimes;no;1.745.959;no;0.115974;1;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;1.841.879;60;yes;yes;3;3.732.126;Sometimes;no;2;no;2.000.934;0.384662;no;Automobile;Insufficient_Weight
Female;19;1.603.435;45;no;no;3;3;Frequently;no;2.487.919;yes;1.230.441;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;153.535;42;no;yes;3;1;Frequently;no;149.681;no;0;0.513427;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;153.161;42;no;yes;2.749.268;1.394.539;Frequently;no;1.322.048;no;0.463949;0.800993;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.525.691;42;no;yes;3;1;Frequently;no;1.764.055;no;0;0.560887;Sometimes;Public_Transportation;Insufficient_Weight
Male;21;1.638.085;70;no;yes;2;1;no;no;2.115.967;no;0.770536;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.696.336;75;yes;yes;2;3;Sometimes;no;1.825.629;no;0.699592;0.142056;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;1.751.631;80;yes;yes;2;173.762;Sometimes;no;2.207.978;no;2.641.072;0.707044;Frequently;Public_Transportation;Overweight_Level_I
Male;23;1.698.346;75;yes;yes;2;3;Sometimes;no;2;no;0.345684;1.415.536;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.629.194;70;no;yes;2;1;no;no;2.803.311;no;0.245354;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;1.809.101;85;yes;yes;3;3;Sometimes;no;2.229.171;no;1.607.953;0.628059;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.709.484;75;yes;yes;2;3;Sometimes;no;2.843.777;no;2.022.315;0.009254;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.709.561;75;yes;yes;2;3;Sometimes;no;1.636.326;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.708.071;75;yes;yes;2.714.447;3;Sometimes;no;3;no;1.096.818;189.388;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;1.603.842;65;yes;yes;2.543.563;1;Sometimes;no;2;yes;0.694281;1.056.911;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;1.637.396;70;yes;yes;2;1.999.014;Sometimes;no;2.326.165;no;0.00705;0;no;Public_Transportation;Overweight_Level_I
Female;18;1.6;65;yes;yes;3;2.449.723;Sometimes;no;2;yes;0.479592;1.720.642;Sometimes;Public_Transportation;Overweight_Level_I
Male;18;1.752.123;80;yes;yes;2;2.794.156;Sometimes;no;2.377.362;no;0.101236;0.105895;no;Public_Transportation;Overweight_Level_I
Male;21;1.625.891;70;no;yes;2;1;no;no;200.876;no;0.63119;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;164.037;70;no;yes;2;1;no;no;2.069.184;no;0.729898;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.679.306;75;yes;yes;2;3;Sometimes;no;1.957.871;no;0.994592;0.117303;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.670.227;75;yes;yes;2;3;Sometimes;no;2;no;0.129163;1.983.678;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;26;1.745.033;80;yes;yes;2.217.267;1.193.589;Sometimes;no;2;no;2;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;1.820.643;85;yes;yes;3;3;Sometimes;no;2.759.246;no;1.763.277;0.453314;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;1.8;85;yes;yes;2.188.722;3;Sometimes;no;2.721.356;no;1.528.968;1;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.712.061;75;yes;yes;2;3;Sometimes;no;1.333.707;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.676.014;75;yes;yes;2;3;Sometimes;no;1.164.062;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.690.196;75;yes;yes;2.620.963;3;Sometimes;no;2.824.559;no;0.754599;2;Sometimes;Public_Transportation;Overweight_Level_I
Male;20;181.748;85;yes;yes;295.118;3;Sometimes;no;3;no;2.433.918;0.561602;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;1.603.501;65;yes;yes;296.008;1;Sometimes;no;2;yes;0.736032;1.344.072;no;Public_Transportation;Overweight_Level_I
Female;18;1.608.914;65;yes;yes;1.321.028;1;Sometimes;no;2;yes;0.371452;0.965604;no;Public_Transportation;Overweight_Level_I
Female;18;1.6;65;yes;yes;3;2.973.504;Sometimes;no;2;yes;0.178976;0.166076;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;1.759.117;80;yes;yes;2;1.411.808;Sometimes;no;2.651.194;no;2.878.414;0.953841;no;Public_Transportation;Overweight_Level_I
Female;18;1.755.254;80;yes;yes;2;1.095.223;Sometimes;no;2.474.132;no;2.876.696;0.7939;no;Public_Transportation;Overweight_Level_I
Female;20;1.709.585;75;yes;yes;2.104.105;3;Sometimes;no;1.871.033;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.636.592;70;no;yes;2;1;no;no;2.881.677;no;0.915699;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.621.412;70;no;yes;2;1;no;no;2.795.651;no;0.80873;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.712.473;75;yes;yes;2;3;Sometimes;no;1.362.642;no;0.921268;0.139013;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;1.753.471;80;yes;yes;2;1.391.778;Sometimes;no;264.548;no;2.685.087;0.97554;no;Public_Transportation;Overweight_Level_I
Male;23;1.677.573;75;yes;yes;2;3;Sometimes;no;2;no;0.334579;1.905.826;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.627.396;70;no;yes;2;1;no;no;2.976.177;no;0.780117;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.62;70;no;yes;2;1;no;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.698.049;75;yes;yes;2;3;Sometimes;no;2.763.573;no;1.502.711;0.127879;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.714.253;75;yes;yes;2;3;Sometimes;no;1.081.597;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;21;1.693.628;75;yes;yes;2;3;Sometimes;no;1.833.055;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.702.516;75;yes;yes;2.162.519;3;Sometimes;no;2.152.666;no;1.078.074;1.502.839;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;1.637.537;70;yes;yes;2;1.030.416;Sometimes;no;2.118.716;no;0.529259;0;no;Public_Transportation;Overweight_Level_I
Female;18;1.6;65;yes;yes;3;2.401.341;Sometimes;no;2;yes;0.663896;1.753.745;Sometimes;Public_Transportation;Overweight_Level_I
Female;20;1.600.184;65;yes;yes;2.749.629;2.298.612;Sometimes;no;2;yes;0.547515;1.619.473;Sometimes;Public_Transportation;Overweight_Level_I
Male;18;1.751.029;80;yes;yes;2;2.805.436;Sometimes;no;2.122.884;no;0.045651;0.017225;Frequently;Public_Transportation;Overweight_Level_I
Male;20;1.674.327;80;yes;yes;2;3;Sometimes;no;2;no;166.639;1.443.212;no;Public_Transportation;Overweight_Level_II
Male;21;1.716.308;80;yes;yes;2;3;Sometimes;no;2;no;2.936.551;140.913;no;Public_Transportation;Overweight_Level_II
Male;23;1.65;80;yes;yes;2;3;Sometimes;no;2;no;0.451078;2;no;Public_Transportation;Overweight_Level_II
Female;23;1.700.038;80;yes;yes;2;3;Sometimes;no;2;no;0.973114;1.540.298;no;Public_Transportation;Overweight_Level_II
Female;28;1.7;78;yes;yes;3;3;Sometimes;no;1.699.971;no;1.727.114;1;Frequently;Automobile;Overweight_Level_II
Male;23;1.791.867;90;yes;yes;2.067.817;3;Sometimes;no;1.082.084;no;0;1.922.364;Sometimes;Public_Transportation;Overweight_Level_II
Male;37;1.765.188;85;yes;yes;2.694.281;3;Sometimes;no;2.653.831;no;196.582;0.891189;no;Automobile;Overweight_Level_II
Male;21;1.65;80;yes;yes;2;3;Sometimes;no;2;no;0.826609;2;no;Public_Transportation;Overweight_Level_II
Male;18;1.654.757;80;yes;yes;2.821.977;2.044.035;Sometimes;no;1.954.968;no;1;0.854536;no;Public_Transportation;Overweight_Level_II
Female;37;1.653.088;80;yes;yes;2.033.745;3;Sometimes;no;1.517.225;no;0;1.517.897;no;Automobile;Overweight_Level_II
Male;2;1.848.683;99;yes;yes;2.759.286;259.257;Sometimes;no;2.549.617;no;1.427.233;0.519395;Sometimes;Automobile;Overweight_Level_II
Male;19;1.699.474;78;yes;no;1.925.064;2.358.298;Sometimes;no;2.774.043;no;0;0.133566;no;Public_Transportation;Overweight_Level_II
Male;18;1.720.379;85;yes;yes;2;3;Sometimes;no;2.802.498;no;1;0.41758;Sometimes;Public_Transportation;Overweight_Level_II
Female;37;1.701.397;83;yes;yes;2;1;Sometimes;no;2;no;1.472.172;0;no;Automobile;Overweight_Level_II
Male;21;1.718.534;80;yes;yes;2;3;Sometimes;no;2;no;2.721.646;1.269.982;no;Public_Transportation;Overweight_Level_II
Male;21;1.658.393;80;yes;yes;2;3;Sometimes;no;2;no;2.939.733;1.692.287;no;Public_Transportation;Overweight_Level_II
Female;23;1.663.509;80;yes;yes;2;3;Sometimes;no;213.755;no;0;0.124977;no;Public_Transportation;Overweight_Level_II
Female;28;1.7;78;yes;yes;3;3;Sometimes;no;1.507.638;no;182.434;1;Frequently;Automobile;Overweight_Level_II
Male;23;177.433;90;yes;yes;2.116.432;3;Sometimes;no;1.002.292;no;0;1.066.708;Sometimes;Public_Transportation;Overweight_Level_II
Female;28;1.7;78;yes;yes;3;3;Sometimes;no;2.147.074;no;1.416.076;1;Frequently;Automobile;Overweight_Level_II
Female;28;1.658.202;78;yes;yes;2.938.031;1.532.833;Sometimes;no;1.931.242;no;0.525002;0.371941;Frequently;Automobile;Overweight_Level_II
Male;19;1.699.818;78;yes;no;1.096.455;2.491.315;Sometimes;no;2.450.069;no;0;0.726118;Sometimes;Public_Transportation;Overweight_Level_II
Male;21;1.704.573;80;yes;yes;2;3;Sometimes;no;2;no;2.847.761;1.413.375;no;Public_Transportation;Overweight_Level_II
Male;21;1.717.037;80;yes;yes;2;3;Sometimes;no;2;no;2.270.555;1.343.044;no;Public_Transportation;Overweight_Level_II
Female;23;1.65;80;yes;yes;2;3;Sometimes;no;2;no;0.146919;2;no;Public_Transportation;Overweight_Level_II
Male;37;1.769.499;85;yes;yes;2.802.696;3;Sometimes;no;2.978.465;no;1.974.656;0.936925;no;Automobile;Overweight_Level_II
Male;23;1.65;80;yes;yes;2;3;Sometimes;no;2;no;0.527341;2;no;Public_Transportation;Overweight_Level_II
Male;18;1.742.654;85;yes;no;2;3;Sometimes;no;2.976.229;no;1;0.121992;Sometimes;Public_Transportation;Overweight_Level_II
Male;25;1.772.449;105;yes;yes;3;3;Sometimes;no;2.045.069;no;1.725.931;1.619.596;Sometimes;Public_Transportation;Obesity_Type_I
Female;23;1.621.233;82;yes;yes;1.063.449;1;Sometimes;no;2;no;0;1.482.016;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;1.734.237;95;yes;yes;2;3;Sometimes;no;2.287.248;no;2.669.179;1.237.867;no;Public_Transportation;Obesity_Type_I
Female;37;1.560.648;80;yes;yes;2.846.452;1.139.317;Sometimes;no;1.459.511;no;171.807;0;Sometimes;Automobile;Obesity_Type_I
Male;31;1.673.352;90;yes;yes;219.011;2.029.858;Sometimes;no;2.348.981;no;1.946.907;0;Sometimes;Automobile;Obesity_Type_I
Female;40;1.542.122;80;yes;yes;2;1.105.617;Sometimes;no;1.372.811;no;1.629.432;0;Sometimes;Automobile;Obesity_Type_I
Male;28;1.660.955;90;yes;yes;2;3;Sometimes;no;3;no;0.669278;0.505266;Sometimes;Automobile;Obesity_Type_I
Female;23;1.553.127;78;yes;yes;2;1;Sometimes;no;2;no;0.827502;0;no;Public_Transportation;Obesity_Type_I
Female;19;1.627.812;82;yes;yes;1.081.585;2.870.661;Sometimes;no;111.756;no;0;1.616.826;Sometimes;Public_Transportation;Obesity_Type_I
Female;23;1.632.118;82;yes;yes;2.587.789;1.482.103;Sometimes;no;1.911.664;no;0;0.128681;Sometimes;Public_Transportation;Obesity_Type_I
Female;37;1.610.867;80;yes;yes;2.036.613;181.698;Sometimes;no;193.059;no;1.851.404;0;Sometimes;Automobile;Obesity_Type_I
Female;23;1.604.893;82;yes;yes;100.876;1;Sometimes;no;2;no;0;0.585912;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;1.701.986;95;yes;yes;2;3;Sometimes;no;202.127;no;1.814.869;1.066.603;no;Public_Transportation;Obesity_Type_I
Male;23;1.657.995;90;yes;yes;2;3;Sometimes;no;3;no;0.603638;0.969085;no;Public_Transportation;Obesity_Type_I
Female;37;1.560.199;80;yes;yes;2.533.605;1.271.624;Sometimes;no;1.893.691;no;1.296.535;0;Sometimes;Automobile;Obesity_Type_I
Female;37;162.901;80;yes;yes;2.450.784;2.952.821;Sometimes;no;1.335.192;no;0.180276;0;Sometimes;Automobile;Obesity_Type_I
Female;37;1.615.385;80;yes;yes;2.972.426;3;Sometimes;no;1.636.326;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;31;1.671.705;90;yes;yes;2.467.002;1.851.088;Sometimes;no;2.104.054;no;1.991.565;0;Sometimes;Automobile;Obesity_Type_I
Female;40;1.548.403;80;yes;yes;2;3;Sometimes;no;1.326.165;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;28;1.681.855;90;yes;yes;208.841;2.644.692;Sometimes;no;2.773.236;no;1.252.472;0;Sometimes;Automobile;Obesity_Type_I
Male;31;1.688.436;90;yes;yes;2.180.047;2.733.077;Sometimes;no;277.962;no;1.454.129;0;Sometimes;Automobile;Obesity_Type_I
Female;23;1.577.115;78;yes;yes;2;1;Sometimes;no;2;no;0.876101;0;no;Public_Transportation;Obesity_Type_I
Female;23;1.624.367;82;yes;yes;1.826.885;1;Sometimes;no;2;no;0;0.459274;no;Public_Transportation;Obesity_Type_I
Female;23;1.622.787;82;yes;yes;1.754.401;1;Sometimes;no;2;no;0;0.301909;no;Public_Transportation;Obesity_Type_I
Female;19;1.631.662;82;yes;yes;2.843.456;2.937.989;Sometimes;no;1.001.995;no;0;1.554.404;no;Public_Transportation;Obesity_Type_I
Female;38;1.586.301;80;yes;yes;2.020.502;1.237.454;Sometimes;no;193.142;no;1.967.973;0;Sometimes;Automobile;Obesity_Type_I
Female;38;1.598.448;80;yes;yes;2.020.785;1.169.173;Sometimes;no;1.972.551;no;1.903.338;0;Sometimes;Automobile;Obesity_Type_I
Female;23;1.627.908;82;yes;yes;1.918.251;1.355.752;Sometimes;no;1.998.108;no;0;1.382.906;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;1.701.634;95;yes;yes;2;3;Sometimes;no;2.133.469;no;1.030.199;1.082.838;no;Public_Transportation;Obesity_Type_I
Female;38;1.552.648;80;yes;yes;2.667.676;1.135.278;Sometimes;no;1.399.629;no;1.648.883;0;Sometimes;Automobile;Obesity_Type_I
Female;37;1.560.215;80;yes;yes;2.569.075;2.463.113;Sometimes;no;1.567.366;no;0.359134;0;Sometimes;Automobile;Obesity_Type_I
Male;31;1.672.959;90;yes;yes;2.949.242;1.782.109;Sometimes;no;2.210.997;no;1.992.719;0;Sometimes;Automobile;Obesity_Type_I
Female;38;1.549.257;80;yes;yes;2.736.628;1.130.751;Sometimes;no;1.385.175;no;1.666.965;0;Sometimes;Automobile;Obesity_Type_I
Female;40;1.549.748;80;yes;yes;2;1.099.151;Sometimes;no;1.687.611;no;1.874.662;0;Sometimes;Automobile;Obesity_Type_I
Male;21;165.731;90;yes;yes;2;3;Sometimes;no;3;no;0.413643;0.920858;Sometimes;Automobile;Obesity_Type_I
Male;28;1.673.287;90;yes;yes;2;3;Sometimes;no;3;no;0.884935;0.12228;Sometimes;Automobile;Obesity_Type_I
Female;19;1.632.605;82;yes;yes;2.805.512;2.880.817;Sometimes;no;1.001.307;no;0;1.376.597;Sometimes;Public_Transportation;Obesity_Type_I
Female;38;1.567.131;80;yes;yes;2.025.479;1.046.144;Sometimes;no;1.941.224;no;1.983.265;0;Sometimes;Automobile;Obesity_Type_I
Female;37;1.565.366;80;yes;yes;2.002.564;1.974.233;Sometimes;no;1.935.398;no;1.649.299;0;Sometimes;Automobile;Obesity_Type_I
Male;31;1.75;120;yes;yes;2.758.394;3;Sometimes;yes;2.174.248;no;1.079.524;1.358.163;Sometimes;Automobile;Obesity_Type_II
Male;31;1.75;120;yes;yes;2.941.627;3;Sometimes;no;2.318.134;no;0.582686;1.588.046;Sometimes;Automobile;Obesity_Type_II
Male;30;1.909.639;120;yes;yes;222.259;3;Sometimes;yes;1.591.909;no;1.392.026;0.917727;Sometimes;Public_Transportation;Obesity_Type_II
Male;20;1.909.188;129;yes;yes;2.432.355;3;Sometimes;no;1.336.526;no;163.812;0.090341;Sometimes;Public_Transportation;Obesity_Type_II
Male;32;1.910.672;120;yes;yes;2.497.548;3;Sometimes;no;1.362.583;no;1.144.076;0.173232;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.779.136;120;yes;yes;2.671.238;3;Sometimes;no;2.145.368;no;0.882709;0.593917;Sometimes;Automobile;Obesity_Type_II
Male;32;1.767.485;120;yes;yes;257.691;3;Sometimes;no;2.080.187;no;104.268;0.376683;Sometimes;Automobile;Obesity_Type_II
Male;30;1.783.953;120;yes;yes;2.341.999;3;Sometimes;no;2.299.878;no;0.565242;0.921991;Sometimes;Automobile;Obesity_Type_II
Male;32;176.714;120;yes;yes;2.117.121;3;Sometimes;no;2.193.008;no;0.992829;1.556.052;Sometimes;Automobile;Obesity_Type_II
Male;25;1.816.197;120;yes;yes;2.247.037;3;Sometimes;no;2.718.408;no;0.763595;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.839.941;120;yes;yes;2.244.654;3;Sometimes;no;2.795.752;no;0.839481;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;184.842;120;yes;yes;2.128.574;3;Sometimes;no;2.531.984;no;1.003.294;0.026575;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.830.317;115;yes;yes;2.068.834;3;Sometimes;no;2.543.841;no;1.217.993;0.038253;Sometimes;Public_Transportation;Obesity_Type_II
Male;37;1.750.085;120;yes;yes;2.073.224;3;Sometimes;no;2.024.035;no;0.131371;0;Sometimes;Automobile;Obesity_Type_II
Male;37;1.763.582;115;yes;yes;2.145.114;2.888.193;Sometimes;no;2.038.128;no;0.852344;0;Sometimes;Automobile;Obesity_Type_II
Male;25;1.816.547;120;yes;yes;2.997.951;3;Sometimes;no;2.715.856;no;0.739881;0.972054;Sometimes;Automobile;Obesity_Type_II
Male;25;1.805.445;120;yes;yes;2.911.312;3;Sometimes;no;2.501.808;no;0.94676;0.785701;Sometimes;Automobile;Obesity_Type_II
Male;25;1.770.124;120;yes;yes;2.159.033;3;Sometimes;no;2.116.399;no;1.331.526;0.052942;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;177.274;120;yes;yes;2.175.276;3;Sometimes;no;2.128.176;no;1.306.476;0.079334;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.763.215;115;yes;yes;221.965;3;Sometimes;no;2.165.408;no;1.315.045;0.688985;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.766.547;115;yes;yes;2.203.962;3;Sometimes;no;215.687;no;1.289.421;1.220.767;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;1.773.181;120;yes;yes;1.947.495;3;Sometimes;no;2.042.073;no;0;0.618087;Sometimes;Automobile;Obesity_Type_II
Male;25;176.003;120;yes;yes;2.262.292;3;Sometimes;no;2.115.354;no;0;0.847587;Sometimes;Automobile;Obesity_Type_II
